
1	﻿यौ	INJ
1	एवं	CC
1	रूपमे	NN
1	अंतर	NN
1	सेहो	RP
1	देखबामे	VM
1	अबैछ	VAUX
1	।	SYM

1	इएह	PRP
1	कारण	NN
1	अछि	VM
1	जे	CC
1	विद्वानलोकनिक	NN
1	मध्य	PSP
1	मतभिन्नता	NN
1	देखबामे	VM
1	अबैत	VAUX
1	अछि	VAUX
1	।	SYM

1	र्इ	DEM
1	तथ्य	NN
1	आओर	RB
1	उजागर	VM
1	तखन	NST
1	भेल	VM
1	अछि	VAUX
1	जखन	NST
1	गत	JJ
1	आषाढ़	NN
1	जून	NN
1	नेपालक	NNP
1	सिरहा	NNP
1	जिलाक	NN
1	लहानमे	NN
1	राजा	NNP
1	सलहेसपर	NNP
1	नेपाल	NNP
1	प्रज्ञा	NNP
1	प्रतिष्ठान	NNP
1	द्वारा	PSP
1	गोष्ठीक	NN
1	आयोजन	NN
1	कएल	VM
1	गेल	VAUX
1	छल	VAUX
1	।	SYM

1	ओना	CC
1	छिटफुट	JJ
1	सलहेस	NNP
1	लोकगाथापर	NN
1	कतेको	QF
1	गोष्ठीमे	NN
1	कार्यपत्र	NN
1	प्रस्तुत	NN
1	भेल	VM
1	होयत	VAUX
1	मुदा	CC
1	दू	QC
1	दिना	NN
1	संपूर्ण	JJ
1	गोष्ठी	NN
1	सलहेस	NNP
1	केन्द्रित	JJ
1	र्इ	DEM
1	पहिल	QO
1	गोष्ठी	NN
1	छल	VM
1	।	SYM

1	एहिमे	PRP
1	आठगोट	QC
1	कार्यपत्र	NN
1	प्रस्तुत	VM
1	कएल	VAUX
1	गेल	VAUX
1	छल	VAUX
1	।	SYM

1	चारिगोट	QC
1	पहिल	NST
1	दिन	NN
1	आ	CC
1	चारिगोट	QC
1	दोसर	QO
1	दिन	NN
1	।	SYM

1	औपचारिक	JJ
1	रूपेँ	NN
1	गप	NN
1	करैत	VM
1	काल	NN
1	जे	DEM
1	विचार	NN
1	प्रस्तुत	NN
1	कएल	VAUX
1	जाइत	VAUX
1	रहल	VAUX
1	ताहिसँ	PRP
1	र्इ	DEM
1	स्पष्ट	JJ
1	भेल	VM
1	जे	VM
1	सलहेस	NNP
1	गाथाक	NN
1	कथावस्तुक	NN
1	प्रसंग	NN
1	एखन	NST
1	धरि	PSP
1	एकमत	JJ
1	नहि	NEG
1	भेल	VM
1	देखना	VAUX
1	जाइछ	VAUX
1	।	SYM

1	सलहेस	NNP
1	प्राय	JJ
1	:	SYM
1	प्रत्येक	JJ
1	गहवरमे	NN
1	गजारूढ़	NN
1	देखल	VM
1	जाइत	VAUX
1	छथि	VAUX
1	मुदा	CC
1	डा	SYM
1	।	SYM

1	प्रफुल्ल	NNP
1	कुमार	NNP
1	सिंह	NNP
1	‘मौन’	NNP
1	अपन	PRP
1	आलेखमे	NN
1	कमलापुर	NNP
1	गहवरक	NN
1	भीतर	NST
1	बनल	VM
1	मूर्ति	NN
1	अश्वरोहीक	NN
1	चर्चा	NN
1	कएने	VM
1	छथि	VAUX
1	।	SYM

1	नेपालमे	NN
1	प्रचलित	NN
1	सलहेस	NN
1	गाथामे	NN
1	सलहेसक	NNP
1	पत्नीक	NN
1	नाम	NN
1	सती	NNP
1	माँजरि	NNP
1	कहल	VM
1	जाइत	VAUX
1	अछि	VAUX
1	।	SYM

1	विभिन्न	JJ
1	सहलेस	NN
1	गाथामे	NN
1	विभिन्न	JJ
1	नाम	NN
1	देल	VM
1	गेल	VAUX
1	अछि	VAUX
1	।	SYM

1	सलहेसक	NNP
1	विवाह	NN
1	बलाटपुरक	NNP
1	राजा	NN
1	विराटक	NN
1	पुत्रीक	NN
1	संग	PSP
1	कोना	WQ
1	भेलनि	VM
1	तकर	PRP
1	विवरण	NN
1	नथुनी	NNP
1	सिंह	PRP
1	दोनवार	NNP
1	एना	RP
1	देने	VM
1	छथि	VM
1	-	SYM
1	बज्रा	JJ
1	राज	NN
1	विराटक	NNP
1	दरबरिया	JJ
1	पहलवान	NN
1	छलाह	VM
1	।	SYM

1	राजा	NN
1	विराट	NN
1	एक	QC
1	टा	RP
1	बड़का	JJ
1	कुश्तीक	NN
1	आयोजन	NN
1	कएलिन	VM
1	।	SYM

1	बज्राकेँ	NNP
1	कुश्तीमे	NN
1	हराएबला	VM
1	पहलवानक	NN
1	संग	PSP
1	सती	NNP
1	माँजरिक	NNP
1	विवाह	VM
1	करब	VM
1	से	PSP
1	प्रतीज्ञा	NN
1	छलनि	VM
1	।	SYM

1	सलहेस	NNP
1	आ	CC
1	बज्राकेँ	NNP
1	कुश्ती	NN
1	भेल	VM
1	जाहिमे	PRP
1	बज्रा	NN
1	हारि	VM
1	गेल	VAUX
1	आ	CC
1	सलहेसक	NNP
1	विवाह	NN
1	सती	NNP
1	माँजरिसँ	NNP
1	भेल	VM
1	।	SYM

1	ओ	PRP
1	मधुबनी	NNP
1	जिलाक	NN
1	वासोपट्टी	NN
1	लगक	NST
1	बलाटपुरकेँ	NN
1	राजा	NN
1	विराटक	NNP
1	स्थान	NN
1	मानैत	VM
1	छथि	VAUX
1	।	SYM

1	एतए	NST
1	हुनका	PRP
1	अनुसार	PSP
1	सलहेस	NNP
1	गाथामे	NST
1	उल्लेख	NN
1	भेल	VM
1	'	SYM
1	छोपहा	NN
1	चौरी	NNP
1	अछि	VM
1	।	SYM

1	नथुनी	NNP
1	सिंह	NNP
1	दोनवारक	PRP
1	अनुसार	PSP
1	राजा	NN
1	कुलेश्वर	NNP
1	सिंह	NNP
1	दोनवार	NNP
1	छलाह	VM
1	आ	CC
1	एखन	NN
1	सलहेस	NNP
1	फुलवारीक	NNP
1	लहान	NN
1	)	SYM
1	बाहर	NST
1	जे	PRP
1	पूजास्थान	NN
1	अछि	VM
1	,	SYM
1	ओहिठाम	NST
1	दोनवार	NN
1	पुजारी	NN
1	अछि	CC
1	आ	CC
1	एहि	PRP
1	परिसरमे	NN
1	सिलहट	NN
1	अखाड़ा	NN
1	अछि	VM
1	।	SYM

1	राजा	NN
1	कुलेश्वरकेँ	NNP
1	भीमसेन	NNP
1	सेहो	RP
1	कहल	VM
1	जाइत	VAUX
1	अछि	VAUX
1	आ	CC
1	नेपालक	NN
1	सिंघुली	NNP
1	जिलाक	NN
1	कमलाखोझ	NNP
1	आदि	RP
1	स्थानमे	NN
1	भीमसेन	NNP
1	केँ	PSP
1	गृहदेवताक	NN
1	रूपेँ	NN
1	पूजा	NN
1	कएल	VM
1	जाइत	VAUX
1	अछि	VAUX
1	।	SYM

1	मूल	JJ
1	गाथामे	NN
1	सलहेसक	NNP
1	प्रेमिका	NN
1	दौना	NNP
1	मालिनकेँ	NNP
1	कहल	VM
1	गेल	VAUX
1	अछि	VAUX
1	मुदा	CC
1	मणिपद्म	NN
1	ओहि	PRP
1	स्थानपर	NN
1	कुसमाकेँ	NN
1	उल्लेख	NN
1	कएने	VM
1	छथि	VAUX
1	।	SYM

1	मणिपद्मक	NNP
1	उपन्यासमे	NN
1	रेशमा	NN
1	चुहड़मलक	NN
1	प्रेमिका	NN
1	रूपमे	NN
1	चित्रित	JJ
1	अछि	VM
1	।	SYM

1	संकलित	JJ
1	पाठ	NN
1	सभमे	PRP
1	राजकुमारी	NN
1	चन्द्रावतीक	NNP
1	अंगरक्षक	NN
1	चुहड़मल	NNP
1	अछि	VM
1	।	SYM

1	सलहेसक	NN
1	नियुक्तिक	NN
1	पश्चात	NST
1	चुहड़क	NN
1	रोजी-रोटी	NN
1	हरण	VM
1	भेलाक	VAUX
1	कारणेँ	NN
1	राजभवनसँ	NN
1	बदला	VM
1	लइछ	VAUX
1	।	SYM

1	मुदा	CC
1	डा	SYM
1	।	SYM

1	मोहित	NNP
1	ठाकुरक	PRP
1	कार्यपत्रमे	NN
1	चुहड़मल	NN
1	पकड़ियाक	NN
1	राजा	NN
1	कुलेश्वरक	NNP
1	चौकीदारी	NST
1	करैत	VM
1	छल	VAUX
1	।	SYM

1	ओकरा	PRP
1	चन्द्रावतीक	NNP
1	प्रति	PSP
1	आकर्षण	NN
1	रहैक	VM
1	मुदा	CC
1	चन्द्रावती	NNP
1	ओकरासँ	PRP
1	घृणा	NN
1	करैत	VM
1	छलि	VAUX
1	।	SYM

1	इएह	PRP
1	कारण	NN
1	छल	VM
1	जे	CC
1	चुहड़मलकेँ	NN
1	झूठ	NN
1	अभियोगमे	NN
1	नोकरीसँ	NN
1	हटा	VM
1	देल	VAUX
1	जाइछ	VAUX
1	।	SYM

1	तत्पश्चात	NST
1	जेलमे	NN
1	बंद	NN
1	सलहेसकेँ	NNP
1	चौकीदारीमे	NN
1	नियुक्त	VM
1	कएल	VAUX
1	जाइछ	VAUX
1	।	SYM

1	समयक	NN
1	ताकमे	PSP
1	बैसल	VM
1	चुहड़मल	NN
1	चन्द्राक	NN
1	नौलखा	JJ
1	हार	NN
1	चोरा	VM
1	कए	VAUX
1	सलहेसपर	NN
1	चोरिक	JJ
1	अभियोग	NN
1	लगा	VM
1	दइछ	VAUX
1	आ	CC
1	सलहेसकेँ	NN
1	पुन	PSP
1	:	SYM
1	जेल	NN
1	मे	PSP
1	बंद	NN
1	क	VM
1	देल	VAUX
1	जाइछ	VAUX
1	।	SYM

1	मुदा	CC
1	डा	SYM
1	।	SYM

1	रमानंद	NNP
1	झा	NNP
1	'	SYM
1	रमणक	NNP
1	कार्यपत्रमे	NN
1	अछि	VM
1	जे	CC
1	चुहड़मल	NN
1	राजभवनमे	PRP
1	सेन्ह	VM
1	काटि	VAUX
1	रानी	NN
1	हंसावतीक	NN
1	कोठलीमे	NN
1	पहुँचि	VM
1	हुनका	PRP
1	गरासँ	NN
1	चन्द्रहार	NN
1	काटि	VM
1	लैछ	VAUX
1	आ	CC
1	ओ	PRP
1	हँसावतीकेँ	NN
1	राजा	NN
1	भीमसेनक	NN
1	खाली	JJ
1	पलंगपर	NN
1	राखि	VM
1	चन्द्रहार	NN
1	एवं	CC
1	सेानक	NN
1	पलंग	NN
1	लए	VM
1	अपन	PRP
1	गढ़	NN
1	मोकामा	NNP
1	सुरक्षित	RB
1	आबि	VM
1	जाइछ	VAUX
1	।	SYM

1	डा	SYM
1	।	SYM

1	रमणक	NNP
1	विचारमे	NN
1	सलहेस	NNP
1	बल	NN
1	पौरूषमे	NN
1	चुहड़मलसँ	NNP
1	न्यून	JJ
1	छथि	VM
1	।	SYM

1	डा	SYM
1	।	SYM

1	मेघन	NNP
1	प्रसाद	NNP
1	अपन	PRP
1	आलेखमे	NN
1	सलहेसकेँ	NN
1	राजा	NN
1	सलहेस	NST
1	कहैत	VM
1	हुनक	PRP
1	राज्य	NN
1	बीहड़वन	NN
1	प्रान्तमे	NN
1	अवस्थित	VM
1	छल	VAUX
1	से	RB
1	कहने	VM
1	छथि	VAUX
1	मुदा	CC
1	,	SYM
1	एहि	DEM
1	गोष्ठीमे	NN
1	हुनका	PRP
1	राजा	NN
1	कोनो	WQ
1	राज्यक	NN
1	नहि	NEG
1	अपितु	PSP
1	अन्य	JJ
1	कारणसँ	NN
1	कहल	VM
1	जएबाक	VAUX
1	चर्च	NN
1	कएल	VM
1	गेल	VAUX
1	छल	VAUX
1	।	SYM

1	पुरातत्वविद्	NN
1	तारानंद	NNP
1	मिश्रक	NNP
1	कथन	NN
1	छनि	VM
1	जे	CC
1	प्राचीन	JJ
1	अनार्यजातिक	NN
1	सभ	PRP
1	समूहकेँ	NN
1	शूद्रजातिमे	NN
1	राखि	VM
1	ओकर	PRP
1	श्रमशोषण	NN
1	आ	CC
1	सामाजिक	JJ
1	अवहेलना-अपमान	NN
1	भेल	VM
1	छलैक	VAUX
1	।	SYM

1	एहि	DEM
1	सामाजिक	JJ
1	कुव्यवस्थाक	NN
1	विरूद्ध	NN
1	मिथिलाक	NN
1	शूद्र	JJ
1	जातिक	NN
1	प्रस्तर	JJ
1	कालक	NN
1	कोच	NN
1	,	SYM
1	भील	NN
1	,	SYM
1	किरात	NN
1	,	SYM
1	नाग	NN
1	,	SYM
1	डोम	NN
1	,	SYM
1	चमार	NN
1	,	SYM
1	मुसहर	NN
1	,	SYM
1	डोथ	NN
1	,	SYM
1	दुसाध	NN
1	,	SYM
1	खतबे	NN
1	,	SYM
1	पासवान	NN
1	,	SYM
1	वनजारा	NN
1	,	SYM
1	मगहिया	JJ
1	डोम	SYM
1	,	SYM
1	राजवंशी	NN
1	आदि	RP
1	अनेक	JJ
1	कथित	JJ
1	निचला	JJ
1	वर्गक	NN
1	)	SYM
1	विद्रोहक	NN
1	परिसूचक	NN
1	थिक	VM
1	सलहेस	NNP
1	गाथा	NN
1	।	SYM


1	किछु	QF
1	विद्वानलोकनि	NN
1	सलहेसक	NNP
1	जन्मस्थान	NN
1	मोरंगक	NN
1	महिसौथा	NST
1	मानलनि	VM
1	अछि	VAUX
1	जखन	NST
1	कि	CC
1	र्इ	DEM
1	स्थान	NN
1	सिरहाक	NN
1	महिसौथा	NNP
1	कहल	VM
1	जाइछ	VAUX
1	।	SYM

1	सलहेसक	NN
1	गाथामे	NN
1	चर्चामे	NN
1	आएल	VM
1	मानिकदह	NN
1	प्रसंग	NN
1	किछु	QF
1	विद्वानलोकनिकेँ	NN
1	र्इ	DEM
1	मानिकसेन	NN
1	द्वारा	PSP
1	खुनाओल	VM
1	पोखरि	NN
1	मानैत	VM
1	छथि	VAUX
1	मुदा	CC
1	,	SYM
1	नथुनी	NNP
1	सिंह	NNP
1	दोनवार	NNP
1	अनुसार	PSP
1	दोना	NN
1	मालिन	NN
1	आ	CC
1	सलहेसक	NN
1	बीच	PSP
1	प्रथम	QC
1	भेँट	NN
1	मानिकदहमे	NN
1	भेल	VM
1	छल	VAUX
1	।	SYM

1	डा	SYM
1	।	SYM

1	मौनक	NNP
1	विचार	NN
1	छनि	VM
1	जे	CC
1	सलहेस	NNP
1	भीमसेनक	NNP
1	अश्वारोही	JJ
1	शैन्यक	NN
1	प्रमुख	NN
1	छलाह	VM
1	,	SYM
1	जकर	PRP
1	प्रमाण	NN
1	हिनक	PRP
1	अश्वारोही	NN
1	लोकमूर्ति	NN
1	ओ	CC
1	लोकचित्र	NN
1	भेटैत	VM
1	अछि	VAUX
1	।	SYM

1	गाथाक	NN
1	विभिन्न	JJ
1	पाठमे	NN
1	पकड़ियाक	NN
1	स्थानपर	NN
1	केवलागढ़	VM
1	या	CC
1	कंचनगढ़	NN
1	सेहो	RP
1	पाओल	VM
1	जाइछ	VAUX
1	।	SYM

1	राजा	NN
1	शैनी	NST
1	राज्य	NN
1	करैत	VM
1	छल	VAUX
1	ओ	CC
1	सतखोलिया	NN
1	चंपारण	NN
1	जिलामे	NN
1	होयबाक	VM
1	बात	NN
1	पुरातत्वविद्	NN
1	तारानंद	NNP
1	मिश्र	NNP
1	कहैत	VM
1	छथि	VAUX
1	जे	CC
1	जखन	NST
1	कि	RP
1	र्इ	DEM
1	सतखोलिया	NN
1	कटारी	NN
1	उदयपुर	NNP
1	,	SYM
1	नेपाल	NNP
1	)	SYM
1	लग	NST
1	कतहुँ	WQ
1	नहि	NEG
1	पाओल	VM
1	जाइछ	VAUX
1	।	SYM

1	जतय	NST
1	ब्रजकिशोर	NNP
1	वर्मा	NNP
1	'	SYM
1	मणिपद्म	NST
1	समय	NN
1	पाँचम-छठम	QO
1	शताब्दी	NN
1	मानैत	VM
1	छथि	VAUX
1	त	CC
1	नथुनी	NNP
1	सिंह	NNP
1	दोनवार	NNP
1	एहि	PRP
1	गाथाकेँ	NN
1	सोलहम	QO
1	शताब्दी	NN
1	दिस	NST
1	मानैत	VM
1	छथि	VAUX
1	।	SYM

1	डा	SYM
1	।	SYM

1	मोतीलाल	NNP
1	यादव	NST
1	एहि	PRP
1	गाथाक	NN
1	समय	NN
1	पन्द्रहम	QO
1	शताब्दी	NN
1	मानैत	VM
1	छथि	VAUX
1	मुदा	CC
1	,	SYM
1	किछु	QF
1	विद्वानलोकनि	NN
1	ज्योतिरीश्वर	NNP
1	कृत	VM
1	वर्णरत्नाकर	NN
1	मे	PSP
1	लोरिक	NN
1	नाचक	NN
1	उल्लेख	NN
1	भेटैछ	VM
1	मुदा	CC
1	,	SYM
1	सलहेसक	NN
1	गाथाक	NN
1	चर्चा	NN
1	नहि	INJ
1	भेलाक	VM
1	कारणेँ	NN
1	एकरा	PRP
1	बादक	NN
1	कालखंडक	NN
1	मानैत	VM
1	छथि	VAUX
1	।	SYM

1	एहि	PRP
1	तरहेँ	NN
1	सलहेस	NNP
1	लोकगाथामे	NN
1	अनेक	JJ
1	घटना	NN
1	एवं	CC
1	स्थान	NN
1	सभक	NN
1	प्रसंग	NN
1	भिन्न-भिन्न	RDP
1	मत	NN
1	देखल	VM
1	जाइत	VAUX
1	अछि	VAUX
1	मुदा	CC
1	,	SYM
1	जेना	PRP
1	उपर	PRP
1	उल्लेख	NN
1	क	VM
1	आएल	VAUX
1	छी	VAUX
1	जे	CC
1	विभिन्न	JJ
1	काल	NN
1	,	SYM
1	गायक	NN
1	एवं	CC
1	स्थानमे	NN
1	प्रचलित	JJ
1	एहि	PRP
1	गाथाक	NN
1	कारणेँ	NN
1	एहि	PRP
1	प्रकारक	NN
1	भिन्नता	JJ
1	पाओल	VM
1	जाएब	VAUX
1	स्वाभाविक	JJ
1	।	SYM

1	मिथिला-रंगमंच	NN
1	एकटा	QC
1	विलुप्त	JJ
1	लोकधर्मी	NN
1	परम्परा	NN
1	:	SYM
1	पैकामी	NN
1	मिथिला-रंगमंचक	NN
1	इतिहास	NN
1	अत्यन्त	PRP
1	प्राचीन	JJ
1	अछि	VM
1	।	SYM

1	उत्तर	NST
1	वैदिककालमे	NN
1	मिथिलामे	NN
1	नृत्य	NN
1	संगीत	NN
1	ओ	CC
1	अभिनयक	NN
1	एक	QC
1	टा	RP
1	समृद्ध	JJ
1	परम्परा	NN
1	विकसित	VM
1	भ	VAUX
1	गेल	VAUX
1	छल	VAUX
1	से	PSP
1	साक्ष्य	NN
1	वाजसनेयि	NN
1	सँहिता	NN
1	,	SYM
1	शतपथ	NN
1	ब्राह्मण	NN
1	,	SYM
1	याज्ञवल्क्य	NN
1	स्मृति	NN
1	सन	PRP
1	वैदिक	JJ
1	ग्रन्थ	NN
1	प्रस्तुत	NN
1	करैत	VAUX
1	अछि	VAUX
1	।	SYM

1	अश्वमेघ	NN
1	एवं	CC
1	अन्यान्य	JJ
1	यज्ञादिक	NN
1	अवसरपर	NN
1	वैदिक	JJ
1	कालमे	NN
1	नृत्य	NST
1	एवं	CC
1	गायन	NN
1	कएल	VM
1	जाइत	VAUX
1	छल	VAUX
1	।	SYM

1	गाथिन	NN
1	द्वारा	PSP
1	देवपुरूष	NN
1	,	SYM
1	राजपुरूष	NN
1	एवं	CC
1	वीरपुरूषक	NN
1	गाथाक	VM
1	गायन	VM
1	कएल	VM
1	जाइत	VAUX
1	छल	VAUX
1	।	SYM

1	एतय	PRP
1	एक	QC
1	गप	NN
1	फड़िछा	RB
1	क	PSP
1	कहि	VM
1	देब	VAUX
1	आवश्यक	RB
1	होयत	VAUX
1	जे	CC
1	आध	JJ
1	कालहिसँ	NN
1	समाजक	NN
1	नागर	JJ
1	,	NN
1	संस्कृति	DEM
1	,	JJ
1	लोक	JJ
1	संस्कृतिसँ	NN
1	प्रेरणा	NN
1	प्राप्त	VM
1	करैत	VAUX
1	रहल	VAUX
1	अछि	VAUX
1	।	SYM

1	समाजक	JJ
1	अशिक्षित	JJ
1	ग्राम्यजनक	NN
1	बीच	PSP
1	व्याप्त	JJ
1	परम्पराक	NN
1	विभिन्न	JJ
1	तत्वकेँ	NN
1	जखन	NST
1	कोनो	WQ
1	नियम	NN
1	किंवा	CC
1	व्याकरणसँ	NN
1	बान्हि	VM
1	देल	VAUX
1	जाइत	VAUX
1	अछि	VAUX
1	,	SYM
1	तखन	NST
1	ओ	PRP
1	परम्परा	NN
1	शास्त्रीय	JJ
1	भ	VM
1	जाइत	VAUX
1	अछि	VAUX
1	।	SYM

1	वैदिककालमे	NN
1	नृत्य	NN
1	ओ	PRP
1	गायनक	NN
1	जाहि	PRP
1	शिष्ट	JJ
1	परम्पराक	NN
1	उल्लेख	NN
1	विभिन्न	JJ
1	ग्रन्थ	NN
1	सभमे	PRP
1	भेटैत	VM
1	अछि	VAUX
1	से	PSP
1	निश्चित	JJ
1	रूप	NN
1	सँ	PSP
1	लोक	NN
1	परम्परहिसँ	NN
1	गृहीत	VM
1	रहल	VAUX
1	होयत	VAUX
1	।	SYM

1	एतावता	JJ
1	मिथिलामे	NN
1	नृत्य	NN
1	नाटय	NN
1	आदि	RP
1	सन	PRP
1	प्रदशनकारी	JJ
1	कलाक	NN
1	लोक	JJ
1	ओ	CC
1	शिष्ट	NN
1	र्इ	DEM
1	टू	QC
1	टा	RP
1	धारा	NN
1	समानान्तर	JJ
1	रूपसँ	NN
1	आदिये	JJ
1	कालसँ	NN
1	प्रवाहित	VM
1	होइत	VAUX
1	रहल	VAUX
1	अछि	VAUX
1	।	SYM

1	एहि	DEM
1	दुनू	QF
1	धारामे	NN
1	बिनु	NEG
1	कोनो	WQ
1	भेद	NN
1	करैत	VM
1	एक	QF
1	टा	RP
1	समेकित	JJ
1	रूप	NN
1	सँ	PSP
1	मिथिला-रंगमंचक	NN
1	संज्ञासँ	NN
1	अभिहित	NN
1	करब	NN
1	उचित	JJ
1	होयत	VM
1	।	SYM

1	वैशाली	NN
1	गणतन्त्रक	NN
1	पतन	NN
1	एवं	CC
1	एगारहम	QO
1	शताब्दीमे	NN
1	कर्णाट	NN
1	राजवंशक	NNP
1	उत्थानक	NNP
1	बीच	PSP
1	मिथिलाक	NN
1	इतिहासक	NN
1	र्इ	DEM
1	अवधि	NN
1	तिमिरादन्न	JJ
1	अछि	VM
1	अवश्य	JJ
1	मुदा	CC
1	,	SYM
1	राजनीतिक	JJ
1	झंझावातक	NN
1	बादहुँ	PSP
1	मिथिला-रंगमंच	NN
1	जीवन्त	RB
1	ओ	CC
1	विकसमान	RB
1	बनल	VM
1	रहल	VAUX
1	।	SYM

1	एकर	PRP
1	साक्ष्य	NN
1	प्रस्तुत	VM
1	करैत	VAUX
1	अछि	VAUX
1	चौदहम	QO
1	शताब्दीक	NN
1	आधमे	NN
1	लिखित	VM
1	वर्णरत्नाकर	NN
1	सन	PRP
1	गद्यग्रन्थ	NN
1	।	SYM

1	वर्णरत्नाकरक	NN
1	नगर	NN
1	वर्णनामे	NN
1	मिथिलाक	NN
1	लोकधर्मी	JJ
1	परम्पराक	NN
1	कतिपय	JJ
1	नाटय	NN
1	यथा	CC
1	लोरिक	JJ
1	नाच	NN
1	,	SYM
1	बेलि	PRP
1	बिहुला	NNP
1	)	SYM
1	,	SYM
1	मएना	NN
1	बड़ती	NN
1	गोपीचन्द	NNP
1	मयनावती	NNP
1	)	SYM
1	,	SYM
1	चान्चलि	NN
1	आदिक	RP
1	उल्लेख	NN
1	भेटैत	VM
1	अछि	JJ
1	तँ	CC
1	दोसर	QO
1	दिस	NNP
1	एहि	PRP
1	ग्रन्थक	NN
1	छठम	QO
1	कल्लोलमे	NN
1	अथ	NN
1	भाट	NN
1	वर्णना	NN
1	,	SYM
1	अथ	NN
1	विधावन्त	NN
1	वर्णना	NN
1	,	SYM
1	अथ	NN
1	नृत्य	NN
1	वर्णना	NN
1	,	SYM
1	अथ	NN
1	पात्रनृत्य	NN
1	वर्णना	NN
1	,	SYM
1	अथ	NN
1	प्ररण	NN
1	नृत्य	NN
1	वर्णनामे	NN
1	मिथिलाक	NN
1	शिष्ट	JJ
1	रंगमंच	NN
1	परम्पराक	NN
1	विस्तारसँ	VM
1	वर्णन	NN
1	भेल	VM
1	अछि	VAUX
1	।	SYM

1	मिथिला-रंगमंचक	NN
1	लोकधर्मी	NN
1	ओ	CC
1	शिष्ट	JJ
1	परम्परामे	NN
1	किछु	QF
1	मूलभूत	JJ
1	अन्तर	NN
1	रहल	VM
1	अछि	VAUX
1	।	SYM

1	लोक	JJ
1	रंगमंच	NN
1	निर्बन्ध	NN
1	रहल	VM
1	अछि	VAUX
1	।	SYM

1	र्इ	DEM
1	कोनो	WQ
1	सुनिश्चित	JJ
1	विधान	NN
1	,	SYM
1	नियम	NN
1	ओ	PRP
1	कोनो	WQ
1	सुनिश्चित	JJ
1	संज्ञाकेँ	NN
1	नहि	NEG
1	स्वीकार	NN
1	कएलक	VM
1	अछि	VAUX
1	।	SYM

1	एहि	PRP
1	मंचपर	NN
1	अभिनीत	RB
1	होअयबला	VM
1	नाटक	NN
1	मौखिक	JJ
1	परम्परामे	NN
1	रहल	VM
1	अछि	VAUX
1	।	SYM

1	मंचपर	NN
1	अभिनय	NN
1	करबाकाल	VM
1	एकर	PRP
1	अभिनेताक	NN
1	संवाद	NN
1	,	SYM
1	ओ	PRP
1	गद्यमे	NN
1	हो	VM
1	वा	CC
1	पद्यमे	NN
1	स्वत	JJ
1	:	SYM
1	स्फूत	NN
1	रहैत	VM
1	आयल	VAUX
1	अछि	VM
1	।	SYM

1	अपन	PRP
1	मंचपर	NN
1	अभिनयक	NN
1	हेतु	PSP
1	ई	DEM
1	लोकधर्मी	JJ
1	परम्परा	NN
1	देवपुरूष	NN
1	,	SYM
1	राजपुरूष	NN
1	एवं	CC
1	वीरपुरूषक	NN
1	चरित	NN
1	ओ	CC
1	आख्यानक	NN
1	आश्रय	NN
1	तँ	RP
1	लैते	VM
1	रहल	VAUX
1	अछि	VAUX
1	,	SYM
1	प्रत्युत	CC
1	अपन	PRP
1	सीमाक	NN
1	विस्तार	NN
1	करैत	VM
1	ओहनो	PRP
1	वीर	VM
1	एवं	CC
1	श्रृंगारी	JJ
1	पुरूषक	NN
1	गाथाकेँ	NN
1	ग्रहण	VM
1	करैत	VAUX
1	रहल	VAUX
1	अछि	VAUX
1	जे	PRP
1	आभिजात्य	JJ
1	वर्गक	NN
1	नहि	INJ
1	भ	VM
1	क	VAUX
1	सामान्य	JJ
1	वर्गक	NN
1	रहैत	VM
1	आयल	VAUX
1	अछि	VAUX
1	,	SYM
1	किंवा	CC
1	जातीय	JJ
1	नायकक	NN
1	रूपमे	NN
1	समय-समयपर	ECH
1	समाजमे	NN
1	एहि	DEM
1	कोटिक	NN
1	व्यक्ति	NN
1	जे	PRP
1	अभ्युदय	NN
1	होइत	VM
1	रहल	VAUX
1	अछि	VAUX
1	,	SYM
1	तकरो	PRP
1	चरितकेँ	NN
1	नाट्यरूप	NN
1	द	VM
1	क	VAUX
1	ओकरा	PRP
1	प्रस्तुत	NN
1	कएल	VM
1	जाइत	VAUX
1	रहल	VAUX
1	अछि	VAUX
1	।	SYM

1	मिथिलाक	NN
1	लोकधर्मी	JJ
1	नाट्य	JJ
1	परम्पराक	NN
1	प्रस्तुतिक	NN
1	स्वरूप	NN
1	तीन	QC
1	प्रकारक	NN
1	देखबामे	VM
1	अबैत	VAUX
1	अछि	VM
1	।	SYM

1	एकर	PRP
1	एकटा	QC
1	जातीय	JJ
1	स्वरूप	NN
1	होइत	VM
1	अछि	VAUX
1	।	SYM

1	जेना	PRP
1	–	SYM
1	पमरिया	NN
1	,	SYM
1	नटबा-नटिनियाँ	NNP
1	,	SYM
1	बखो-बखैनी	NNP
1	,	SYM
1	भाँट-भाँटिन	NST
1	आदि	RP
1	परम्परागत	JJ
1	कलावन्त	NN
1	जाति	NN
1	थिक	VM
1	,	SYM
1	जकर	PRP
1	वृत्तिये	NN
1	नाच-गान	NN
1	करब	VM
1	रहलैक	VAUX
1	अछि	SYM
1	।	SYM

1	एकर	PRP
1	दोसर	QO
1	स्वरूप	NN
1	होइत	VM
1	अछि	VAUX
1	,	SYM
1	ओहि	PRP
